@relation '212785L1-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsplacona_cz:dobry, splacona:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nwindykacja:zly-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nodmowa:zly-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nwindykacja_sp:zly-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C1-L2,4,5-M-H-weka.filters.unsupervised.attribute.Remove-Rlast-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2'

@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-31.4]\'','\'(31.4-43.8]\'','\'(43.8-56.2]\'','\'(56.2-68.6]\'','\'(68.6-inf)\''}
@attribute plec {M,K}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
326.58,'\'(56.2-68.6]\'',K,13,1668,11,97,48,dobry
200,'\'(43.8-56.2]\'',M,11,2945,0,327,48,dobry
200,'\'(56.2-68.6]\'',K,16,709,10,57,48,dobry
300,'\'(56.2-68.6]\'',K,11,1680,10,391,48,dobry
487.11,'\'(56.2-68.6]\'',M,13,4388,1,61,48,dobry
700,'\'(68.6-inf)\'',K,13,1299,3,276,48,dobry
500,'\'(56.2-68.6]\'',K,13,1170,2,84,48,dobry
450,'\'(68.6-inf)\'',K,11,1348.95,0,120,48,dobry
450,'\'(56.2-68.6]\'',K,16,1151.1,0,38,48,zly
200,'\'(68.6-inf)\'',K,13,910,11,134,48,dobry
200,'\'(68.6-inf)\'',K,13,965,10,251,48,dobry
599.54,'\'(56.2-68.6]\'',K,11,2103.84,1,174,48,dobry
240,'\'(56.2-68.6]\'',K,11,1172.2,10,43,48,dobry
322.17,'\'(43.8-56.2]\'',K,11,2065.98,3,185,48,dobry
400,'\'(43.8-56.2]\'',K,12,1000,11,39,1,dobry
800,'\'(56.2-68.6]\'',M,12,1400,0,26,7,dobry
400,'\'(43.8-56.2]\'',K,11,1840,2,362,48,dobry
0,'\'(43.8-56.2]\'',K,11,1076.15,0,174,48,zly
0,'\'(31.4-43.8]\'',M,12,1131,0,62,48,zly
1500,'\'(56.2-68.6]\'',M,98,3000,3,75,48,dobry
200,'\'(56.2-68.6]\'',K,11,1187.06,0,139,48,dobry
300,'\'(56.2-68.6]\'',K,13,813.35,1,207,48,dobry
200,'\'(68.6-inf)\'',K,13,1100,2,254,48,dobry
430,'\'(31.4-43.8]\'',M,11,2470,7,72,48,dobry
500,'\'(43.8-56.2]\'',K,11,2470,1,360,48,dobry
487.11,'\'(43.8-56.2]\'',M,11,1867.29,1,55,48,dobry
584.54,'\'(56.2-68.6]\'',M,11,2300,1,78,48,dobry
400,'\'(56.2-68.6]\'',M,11,1660,0,56,48,dobry
399.69,'\'(56.2-68.6]\'',K,16,1405,1,121,48,dobry
300,'\'(43.8-56.2]\'',K,11,1686,2,104,48,dobry
400,'\'(56.2-68.6]\'',K,98,980,1,16,48,dobry
200,'\'(56.2-68.6]\'',K,13,802.83,5,207,48,dobry
400,'\'(56.2-68.6]\'',M,16,1473.04,8,171,48,dobry
300,'\'(56.2-68.6]\'',K,13,1100,8,111,48,dobry
200,'\'(43.8-56.2]\'',K,16,749.28,11,71,48,dobry
300,'\'(43.8-56.2]\'',M,11,2000,0,207,48,dobry
300,'\'(56.2-68.6]\'',K,13,5400,0,48,48,dobry
300,'\'(43.8-56.2]\'',M,11,2284.23,0,306,48,dobry
300,'\'(43.8-56.2]\'',K,11,3000,5,99,48,dobry
500,'\'(43.8-56.2]\'',K,11,1800,11,59,48,dobry
200,'\'(-inf-31.4]\'',M,12,2100,1,23,19,dobry
799.38,'\'(43.8-56.2]\'',M,11,3200,1,195,48,dobry
500,'\'(-inf-31.4]\'',K,11,2100,2,29,48,dobry
232.42,'\'(-inf-31.4]\'',M,11,1590,5,59,48,dobry
218.84,'\'(-inf-31.4]\'',M,11,2700,0,70,48,zly
974.22,'\'(68.6-inf)\'',K,13,2344.62,1,77,48,dobry
200,'\'(56.2-68.6]\'',M,11,1800,0,167,48,dobry
300,'\'(68.6-inf)\'',K,13,1446,3,74,48,dobry
0,'\'(43.8-56.2]\'',M,16,996,0,283,48,zly
474.89,'\'(31.4-43.8]\'',K,98,4000,0,25,48,dobry
390.85,'\'(56.2-68.6]\'',K,16,1589,4,33,48,dobry
500,'\'(-inf-31.4]\'',M,11,1800,0,15,48,zly
400,'\'(31.4-43.8]\'',M,11,2367,0,213,48,dobry
600,'\'(56.2-68.6]\'',K,13,1233,4,130,48,dobry
300,'\'(43.8-56.2]\'',K,11,1400,0,31,48,dobry
300,'\'(43.8-56.2]\'',M,17,1214,1,108,48,dobry
1000,'\'(56.2-68.6]\'',M,13,3074,1,208,48,dobry
291.14,'\'(31.4-43.8]\'',K,12,2000,3,158,48,dobry
250,'\'(43.8-56.2]\'',K,99,1055,1,13,4,dobry
400,'\'(43.8-56.2]\'',M,11,2100,0,57,48,dobry
200,'\'(56.2-68.6]\'',K,13,1635,11,126,48,dobry
200,'\'(68.6-inf)\'',K,13,1300,2,200,48,dobry
200,'\'(68.6-inf)\'',K,13,1902,1,200,48,dobry
1000,'\'(31.4-43.8]\'',M,11,2263,1,82,48,dobry
200,'\'(-inf-31.4]\'',K,12,1100,7,29,7,dobry
500,'\'(-inf-31.4]\'',K,12,1447,11,35,7,dobry
574.23,'\'(56.2-68.6]\'',K,13,3251,5,144,48,dobry
587.11,'\'(56.2-68.6]\'',K,13,1879,2,43,48,dobry
1356.49,'\'(43.8-56.2]\'',K,16,2300,2,69,48,dobry
443.73,'\'(43.8-56.2]\'',K,11,2245.01,5,152,48,dobry
0,'\'(43.8-56.2]\'',K,16,723.51,0,28,48,zly
200,'\'(56.2-68.6]\'',K,99,780,7,12,4,dobry
300,'\'(43.8-56.2]\'',K,16,1511.88,0,64,48,dobry
200,'\'(43.8-56.2]\'',M,11,2094.17,7,247,48,dobry
0,'\'(-inf-31.4]\'',K,11,2700,0,72,48,zly
400,'\'(56.2-68.6]\'',K,13,1715,0,112,48,dobry
500,'\'(43.8-56.2]\'',K,11,2500,0,240,48,dobry
200,'\'(-inf-31.4]\'',M,12,1800,0,18,7,dobry
300,'\'(31.4-43.8]\'',M,99,1500,2,10,5,dobry
1000,'\'(31.4-43.8]\'',K,98,6000,7,24,48,dobry
300,'\'(68.6-inf)\'',K,13,1610,0,136,48,dobry
300,'\'(68.6-inf)\'',M,13,1642.87,5,76,48,dobry
400.91,'\'(31.4-43.8]\'',K,11,1239.05,3,211,48,dobry
0,'\'(-inf-31.4]\'',M,12,1311.86,0,13,11,zly
779.38,'\'(43.8-56.2]\'',K,13,3440,11,58,48,dobry
310.37,'\'(43.8-56.2]\'',K,11,1721.7,1,127,48,dobry
200,'\'(56.2-68.6]\'',M,13,1559,2,78,48,dobry
697.03,'\'(56.2-68.6]\'',K,13,1691.3,0,80,48,zly
200,'\'(68.6-inf)\'',M,13,2609,3,197,48,dobry
289.69,'\'(68.6-inf)\'',K,13,1104.65,4,168,48,dobry
700,'\'(56.2-68.6]\'',M,13,1609,2,116,48,dobry
349.66,'\'(56.2-68.6]\'',M,13,1601.87,7,52,48,dobry
500,'\'(56.2-68.6]\'',K,16,2084.79,2,148,48,dobry
0,'\'(-inf-31.4]\'',M,99,1300,0,3,0,zly
228.1,'\'(56.2-68.6]\'',K,13,1582.15,3,112,48,dobry
500,'\'(43.8-56.2]\'',M,11,1566.82,0,356,48,dobry
0,'\'(68.6-inf)\'',K,16,2666,0,325,48,zly
400,'\'(-inf-31.4]\'',K,17,1200,3,179,48,dobry
0,'\'(56.2-68.6]\'',K,15,803.81,0,40,48,zly
405.23,'\'(68.6-inf)\'',K,13,1412,5,211,48,dobry
257.27,'\'(43.8-56.2]\'',M,11,2100,8,44,48,zly
588.25,'\'(43.8-56.2]\'',K,11,2800,3,325,48,dobry
0,'\'(68.6-inf)\'',K,13,2061,0,146,48,zly
500,'\'(31.4-43.8]\'',M,11,2200,1,92,48,dobry
940,'\'(56.2-68.6]\'',K,13,930,5,137,48,dobry
700,'\'(68.6-inf)\'',K,16,965,4,137,48,dobry
0,'\'(31.4-43.8]\'',M,12,1000,0,19,15,zly
0,'\'(-inf-31.4]\'',M,11,2061,0,3,48,zly
779.89,'\'(43.8-56.2]\'',K,12,830.46,9,71,48,dobry
600,'\'(-inf-31.4]\'',K,11,2300,0,29,48,dobry
560,'\'(56.2-68.6]\'',K,13,930,8,100,48,dobry
900,'\'(56.2-68.6]\'',K,17,684,11,209,48,dobry
200,'\'(31.4-43.8]\'',K,12,1865,8,34,7,dobry
596.28,'\'(31.4-43.8]\'',M,11,2200,2,135,48,dobry
400,'\'(43.8-56.2]\'',K,11,1756,1,5,48,dobry
400,'\'(56.2-68.6]\'',K,13,1137.19,3,103,48,dobry
200,'\'(56.2-68.6]\'',M,16,1600,2,18,48,dobry
284.37,'\'(43.8-56.2]\'',K,98,911,1,105,48,dobry
300,'\'(68.6-inf)\'',K,13,1000,8,71,48,dobry
600,'\'(43.8-56.2]\'',K,11,1738.57,4,64,48,dobry
242.26,'\'(31.4-43.8]\'',K,12,1300,3,7,1,dobry
596.33,'\'(43.8-56.2]\'',M,12,600,12,27,10,dobry
400,'\'(-inf-31.4]\'',K,99,1155,1,5,1,dobry
500,'\'(56.2-68.6]\'',K,13,1932,1,109,48,dobry
600,'\'(68.6-inf)\'',K,13,691,5,145,48,dobry
222.73,'\'(43.8-56.2]\'',M,16,1045,10,206,48,dobry
261.52,'\'(56.2-68.6]\'',K,13,1189,11,76,48,dobry
200,'\'(56.2-68.6]\'',K,13,1000,3,64,48,dobry
500,'\'(43.8-56.2]\'',M,11,1320,11,349,48,dobry
500,'\'(68.6-inf)\'',K,13,1200,10,126,48,dobry
500,'\'(68.6-inf)\'',K,13,1200,0,126,48,dobry
400,'\'(43.8-56.2]\'',M,12,1001,0,130,48,dobry
300,'\'(56.2-68.6]\'',M,12,1231,3,7,1,dobry
597.83,'\'(43.8-56.2]\'',M,12,3500,6,215,48,dobry
200,'\'(56.2-68.6]\'',M,12,1600,2,60,48,dobry
400,'\'(68.6-inf)\'',K,13,1140,3,244,48,dobry
700,'\'(31.4-43.8]\'',M,98,3014,2,109,48,dobry
200,'\'(56.2-68.6]\'',K,13,972.77,3,84,48,dobry
500,'\'(43.8-56.2]\'',K,11,1700,3,96,48,dobry
300,'\'(31.4-43.8]\'',K,12,1382,5,35,7,dobry
400,'\'(43.8-56.2]\'',K,12,1700,0,38,31,dobry
298.18,'\'(31.4-43.8]\'',K,11,1100,2,64,48,dobry
200,'\'(56.2-68.6]\'',K,13,975,0,34,48,dobry
350,'\'(68.6-inf)\'',K,13,768.89,12,264,48,dobry
759.46,'\'(56.2-68.6]\'',M,13,2474,6,22,48,dobry
400,'\'(56.2-68.6]\'',K,13,1045,0,83,48,dobry
207.83,'\'(31.4-43.8]\'',K,98,1200,11,52,48,dobry
200,'\'(31.4-43.8]\'',K,11,1350,2,33,48,dobry
300,'\'(43.8-56.2]\'',K,11,980,2,206,48,dobry
0,'\'(56.2-68.6]\'',K,16,769.13,0,76,48,zly
200,'\'(56.2-68.6]\'',K,15,736.36,3,147,48,dobry
0,'\'(56.2-68.6]\'',K,16,627.48,0,64,48,zly
700,'\'(56.2-68.6]\'',K,13,2064,11,136,48,dobry
681.95,'\'(56.2-68.6]\'',K,16,892,1,207,48,dobry
500,'\'(43.8-56.2]\'',K,12,2200,0,11,1,dobry
300,'\'(31.4-43.8]\'',M,99,750,3,7,3,dobry
487.11,'\'(56.2-68.6]\'',K,13,1711,2,36,48,dobry
200,'\'(68.6-inf)\'',K,13,786,10,567,48,dobry
254.01,'\'(56.2-68.6]\'',K,16,634.64,10,143,48,dobry
0,'\'(-inf-31.4]\'',M,11,3058,0,47,48,zly
200,'\'(31.4-43.8]\'',M,11,1800,11,172,48,dobry
389.69,'\'(56.2-68.6]\'',K,13,1577.98,7,67,48,dobry
300,'\'(56.2-68.6]\'',K,13,810,12,40,48,dobry
599.54,'\'(-inf-31.4]\'',K,98,5000,0,8,48,dobry
0,'\'(-inf-31.4]\'',M,99,924,0,9,1,zly
284.07,'\'(31.4-43.8]\'',M,11,1100,1,1,48,dobry
400,'\'(68.6-inf)\'',K,13,1594.57,2,43,48,dobry
200,'\'(31.4-43.8]\'',M,98,2000,0,21,48,dobry
599.54,'\'(43.8-56.2]\'',M,11,2100,1,126,48,dobry
500,'\'(31.4-43.8]\'',K,12,1500,1,9,3,dobry
700,'\'(43.8-56.2]\'',K,11,1500,0,117,48,dobry
977.24,'\'(68.6-inf)\'',K,13,2254,2,62,48,dobry
300,'\'(31.4-43.8]\'',K,12,1027,11,59,48,dobry
0,'\'(31.4-43.8]\'',M,12,1038.86,0,23,13,zly
0,'\'(31.4-43.8]\'',M,11,960,0,334,48,zly
300,'\'(43.8-56.2]\'',M,13,1116,0,204,48,dobry
298.75,'\'(56.2-68.6]\'',K,16,1389,6,98,48,dobry
500,'\'(31.4-43.8]\'',K,12,1450,0,60,48,dobry
500,'\'(31.4-43.8]\'',M,12,2000,1,71,48,dobry
250,'\'(56.2-68.6]\'',K,13,777,1,100,48,dobry
0,'\'(56.2-68.6]\'',K,13,795.96,0,208,48,zly
400,'\'(68.6-inf)\'',M,13,2609,0,198,48,dobry
300,'\'(31.4-43.8]\'',K,12,1810,0,2,1,dobry
499.99,'\'(43.8-56.2]\'',M,11,2600,2,9,48,dobry
202.87,'\'(56.2-68.6]\'',K,13,1400.96,10,118,48,dobry
497.11,'\'(43.8-56.2]\'',K,12,1230,1,69,48,dobry
350,'\'(43.8-56.2]\'',K,12,1700,12,69,48,dobry
200,'\'(-inf-31.4]\'',M,17,985,3,20,0,dobry
549.85,'\'(56.2-68.6]\'',K,13,1427.8,3,34,48,dobry
1000,'\'(56.2-68.6]\'',M,13,3772,1,93,48,dobry
500,'\'(43.8-56.2]\'',M,11,2080,0,325,48,dobry
500,'\'(43.8-56.2]\'',K,17,990,0,85,48,dobry
400,'\'(56.2-68.6]\'',M,11,1842.86,10,14,48,dobry
500,'\'(68.6-inf)\'',K,13,1647,1,264,48,dobry
200,'\'(56.2-68.6]\'',M,16,808.99,1,256,48,dobry
800,'\'(56.2-68.6]\'',M,11,1200,2,136,48,dobry
500,'\'(56.2-68.6]\'',K,13,885,0,120,48,dobry
400,'\'(68.6-inf)\'',K,13,1302.55,1,262,48,dobry
1000,'\'(68.6-inf)\'',K,13,2090,3,252,48,dobry
0,'\'(56.2-68.6]\'',K,13,659,0,28,48,zly
200,'\'(56.2-68.6]\'',K,13,625,0,7,48,dobry
300,'\'(31.4-43.8]\'',K,11,1520,0,28,48,dobry
315.12,'\'(68.6-inf)\'',M,13,1024.9,11,147,48,dobry
0,'\'(56.2-68.6]\'',M,13,1204,0,37,48,zly
700,'\'(56.2-68.6]\'',K,13,1609,0,42,48,dobry
0,'\'(56.2-68.6]\'',K,13,920,0,28,48,zly
0,'\'(56.2-68.6]\'',M,13,1200,0,40,48,zly
0,'\'(-inf-31.4]\'',M,12,1515.28,0,16,7,zly
2500,'\'(68.6-inf)\'',M,13,2612,3,88,48,zly
677.97,'\'(31.4-43.8]\'',K,11,1800,0,58,48,zly
0,'\'(43.8-56.2]\'',M,11,2131,0,96,48,zly
400,'\'(56.2-68.6]\'',M,13,1944,1,157,48,dobry
200,'\'(31.4-43.8]\'',K,12,599.03,0,28,1,zly
200,'\'(43.8-56.2]\'',M,12,1100,2,13,0,zly
242.26,'\'(43.8-56.2]\'',K,11,1400,2,123,48,dobry
300,'\'(31.4-43.8]\'',K,12,1200,11,52,48,dobry
0,'\'(-inf-31.4]\'',M,16,930,0,240,48,zly
0,'\'(56.2-68.6]\'',K,13,732,0,72,48,zly
0,'\'(-inf-31.4]\'',M,12,1440,0,5,2,zly
0,'\'(56.2-68.6]\'',K,13,947,0,74,48,zly
400,'\'(43.8-56.2]\'',K,12,1466,0,8,4,dobry
229.92,'\'(56.2-68.6]\'',K,16,957,3,207,48,dobry
490,'\'(43.8-56.2]\'',M,11,1460.17,8,68,48,dobry
500,'\'(31.4-43.8]\'',K,11,2824,3,108,48,dobry
300,'\'(56.2-68.6]\'',K,13,1051.89,3,19,48,dobry
474.56,'\'(43.8-56.2]\'',M,13,1500,6,93,48,dobry
300,'\'(56.2-68.6]\'',K,16,1030.74,0,184,48,dobry
500,'\'(-inf-31.4]\'',M,12,1300,0,35,31,dobry
224.54,'\'(56.2-68.6]\'',M,13,2000,5,41,48,dobry
0,'\'(31.4-43.8]\'',K,11,1600,0,7,48,zly
266.58,'\'(56.2-68.6]\'',K,13,790.98,5,229,48,dobry
500,'\'(56.2-68.6]\'',K,13,1522.63,1,49,48,dobry
300,'\'(56.2-68.6]\'',K,13,1240,4,77,48,dobry
400,'\'(31.4-43.8]\'',K,11,1380,0,33,48,dobry
650,'\'(43.8-56.2]\'',K,11,1966,1,86,48,dobry
389.69,'\'(56.2-68.6]\'',K,13,954,1,40,48,dobry
200,'\'(56.2-68.6]\'',K,16,534,1,168,48,dobry
200,'\'(31.4-43.8]\'',K,12,980,11,41,23,dobry
200,'\'(56.2-68.6]\'',K,13,1130,3,110,48,dobry
400,'\'(68.6-inf)\'',M,13,1271,0,157,48,dobry
300,'\'(56.2-68.6]\'',K,13,744.07,2,19,48,dobry
400,'\'(-inf-31.4]\'',M,12,1440,0,23,13,dobry
500,'\'(68.6-inf)\'',M,13,1689.98,0,88,48,dobry
0,'\'(-inf-31.4]\'',M,12,1500,0,23,4,zly
500,'\'(56.2-68.6]\'',K,13,1241,1,4,48,dobry
538.12,'\'(43.8-56.2]\'',K,11,1700,3,212,48,dobry
437.11,'\'(56.2-68.6]\'',K,13,1000,11,75,48,dobry
387.11,'\'(68.6-inf)\'',K,13,1471,4,117,48,dobry
400,'\'(68.6-inf)\'',M,13,1162.41,2,111,48,dobry
650,'\'(56.2-68.6]\'',M,13,1217,0,58,48,dobry
200,'\'(-inf-31.4]\'',M,12,1300,0,59,48,dobry
500,'\'(31.4-43.8]\'',K,11,1600,1,186,48,dobry
400,'\'(56.2-68.6]\'',K,16,1411,8,73,48,dobry
581.74,'\'(31.4-43.8]\'',K,11,2709.34,2,188,48,dobry
0,'\'(68.6-inf)\'',K,13,1880,0,168,48,zly
390.99,'\'(56.2-68.6]\'',M,11,2600,3,142,48,dobry
250,'\'(43.8-56.2]\'',K,11,980,0,207,48,dobry
500,'\'(43.8-56.2]\'',M,13,864.34,6,163,48,dobry
600,'\'(56.2-68.6]\'',M,16,879.7,3,238,48,dobry
500,'\'(43.8-56.2]\'',K,98,2000,1,8,48,dobry
0,'\'(56.2-68.6]\'',M,16,915.39,0,148,48,zly
300,'\'(56.2-68.6]\'',K,11,1800,4,118,48,dobry
500,'\'(43.8-56.2]\'',K,16,1130,0,19,48,dobry
0,'\'(31.4-43.8]\'',K,11,1200,0,16,48,zly
300,'\'(43.8-56.2]\'',K,12,1115,2,24,15,dobry
300,'\'(56.2-68.6]\'',M,11,1822,0,156,48,dobry
500,'\'(56.2-68.6]\'',K,13,997,1,86,48,dobry
498.33,'\'(56.2-68.6]\'',K,13,1800,3,76,48,dobry
500,'\'(43.8-56.2]\'',K,11,2084,0,38,48,dobry
400,'\'(56.2-68.6]\'',M,11,1200,0,17,48,dobry
0,'\'(56.2-68.6]\'',M,13,800.96,0,229,48,zly
300,'\'(56.2-68.6]\'',K,13,1428.55,0,144,48,dobry
300,'\'(68.6-inf)\'',K,13,729.03,5,264,48,dobry
500,'\'(-inf-31.4]\'',M,11,1600,4,10,48,dobry
237.15,'\'(43.8-56.2]\'',K,17,864.6,3,12,3,zly
500,'\'(56.2-68.6]\'',M,13,1470,0,29,48,dobry
635.71,'\'(56.2-68.6]\'',K,13,960.96,0,87,48,dobry
0,'\'(-inf-31.4]\'',K,12,1200,0,35,32,zly
500,'\'(68.6-inf)\'',K,13,1314.76,5,257,48,dobry
0,'\'(56.2-68.6]\'',M,11,1093,0,34,48,zly
250.18,'\'(56.2-68.6]\'',K,16,1091,6,46,48,dobry
0,'\'(43.8-56.2]\'',M,17,701,0,56,48,zly
200,'\'(43.8-56.2]\'',K,13,1200,0,1,48,dobry
0,'\'(56.2-68.6]\'',M,13,1150,0,168,48,zly
500,'\'(56.2-68.6]\'',K,13,1280,0,24,48,dobry
200,'\'(43.8-56.2]\'',K,12,1200,2,27,21,dobry
400,'\'(68.6-inf)\'',M,13,1097,0,86,48,dobry
400,'\'(43.8-56.2]\'',K,12,1111.86,0,23,19,dobry
250,'\'(56.2-68.6]\'',K,13,1704.56,0,8,48,dobry
300,'\'(-inf-31.4]\'',M,12,2135,1,14,9,dobry
500,'\'(43.8-56.2]\'',M,11,1200,3,220,48,dobry
400,'\'(31.4-43.8]\'',K,12,1421,0,13,7,dobry
1000,'\'(56.2-68.6]\'',K,13,1530,4,32,48,zly
384.49,'\'(31.4-43.8]\'',M,11,3800,2,16,48,dobry
478.59,'\'(56.2-68.6]\'',M,13,2533.98,4,22,48,dobry
400,'\'(43.8-56.2]\'',K,11,1637,0,88,48,dobry
500,'\'(56.2-68.6]\'',K,13,1087.72,1,8,48,dobry
0,'\'(43.8-56.2]\'',M,99,1050,0,13,1,zly
282.84,'\'(56.2-68.6]\'',K,13,1014,5,190,48,dobry
400,'\'(56.2-68.6]\'',M,16,879.17,1,313,48,dobry
0,'\'(43.8-56.2]\'',M,11,1110,0,18,48,zly
300,'\'(56.2-68.6]\'',K,13,1446,0,72,48,dobry
0,'\'(56.2-68.6]\'',K,11,597,0,16,48,zly
300,'\'(-inf-31.4]\'',K,11,1300,1,1,48,dobry
200,'\'(56.2-68.6]\'',K,11,1187.06,1,140,48,dobry
200,'\'(31.4-43.8]\'',M,11,2548,0,9,48,zly
200,'\'(-inf-31.4]\'',M,12,3400,0,37,13,dobry
400,'\'(56.2-68.6]\'',M,16,1865,2,339,48,dobry
0,'\'(31.4-43.8]\'',K,11,1650,0,4,48,zly
300,'\'(68.6-inf)\'',K,13,821.35,3,253,48,dobry
200,'\'(56.2-68.6]\'',K,13,947,0,108,48,dobry
500,'\'(68.6-inf)\'',K,13,1074.43,0,196,48,dobry
300,'\'(56.2-68.6]\'',K,13,783,3,160,48,dobry
400,'\'(-inf-31.4]\'',M,12,1490,1,31,17,dobry
600,'\'(43.8-56.2]\'',K,16,1419,4,36,48,dobry
500,'\'(31.4-43.8]\'',M,11,2800,0,162,48,dobry
280.98,'\'(31.4-43.8]\'',K,11,2927,10,208,48,dobry
561.46,'\'(43.8-56.2]\'',M,12,1952.35,1,11,0,dobry
0,'\'(56.2-68.6]\'',M,13,2020,0,28,48,zly
400,'\'(31.4-43.8]\'',K,12,2139,2,132,48,dobry
999.22,'\'(31.4-43.8]\'',K,11,2200,1,44,48,dobry
800,'\'(56.2-68.6]\'',K,13,5100,7,35,48,dobry
294.87,'\'(43.8-56.2]\'',K,11,1077.49,6,379,48,dobry
300,'\'(31.4-43.8]\'',M,11,2725,4,60,48,dobry
200,'\'(31.4-43.8]\'',K,12,2155,0,35,18,dobry
0,'\'(31.4-43.8]\'',M,11,1650,0,34,48,zly
1000,'\'(43.8-56.2]\'',K,11,5800,11,61,48,dobry
500,'\'(-inf-31.4]\'',M,11,2151,1,46,48,dobry
300,'\'(56.2-68.6]\'',M,12,1131,1,1,0,dobry
364.59,'\'(43.8-56.2]\'',M,13,4200,4,64,48,dobry
600,'\'(43.8-56.2]\'',K,11,1443,6,40,48,dobry
384.54,'\'(56.2-68.6]\'',K,13,1706,1,122,48,dobry
200,'\'(43.8-56.2]\'',M,12,1188,1,18,1,zly
200,'\'(68.6-inf)\'',M,13,1103,2,50,48,dobry
0,'\'(31.4-43.8]\'',K,12,1087,0,12,1,zly
300,'\'(-inf-31.4]\'',K,12,2240,0,126,48,dobry
300,'\'(56.2-68.6]\'',M,13,1611,1,148,48,dobry
227.07,'\'(56.2-68.6]\'',K,13,1650,4,89,48,dobry
200,'\'(56.2-68.6]\'',K,13,850,11,74,48,dobry
289.69,'\'(68.6-inf)\'',K,13,1900,8,128,48,dobry
374.53,'\'(43.8-56.2]\'',K,98,3000,8,92,48,dobry
200,'\'(-inf-31.4]\'',M,11,1700,1,22,48,dobry
400,'\'(-inf-31.4]\'',M,12,1200,0,48,37,dobry
400,'\'(56.2-68.6]\'',K,11,1500,10,92,48,dobry
300,'\'(56.2-68.6]\'',K,11,2000,0,196,48,dobry
300,'\'(-inf-31.4]\'',M,12,1091.86,1,7,3,dobry
300,'\'(68.6-inf)\'',K,13,1257,3,135,48,dobry
549.83,'\'(43.8-56.2]\'',K,12,1675,11,16,0,dobry
467.11,'\'(43.8-56.2]\'',M,11,1100,1,112,48,dobry
300,'\'(68.6-inf)\'',K,13,1027,7,199,48,dobry
200,'\'(56.2-68.6]\'',K,13,790.98,0,229,48,dobry
216.43,'\'(56.2-68.6]\'',K,13,1224,2,62,48,dobry
700,'\'(43.8-56.2]\'',K,11,4900,0,18,48,dobry
597.54,'\'(43.8-56.2]\'',K,11,1300,0,75,48,dobry
474,'\'(56.2-68.6]\'',M,11,1250,0,72,48,dobry
300,'\'(68.6-inf)\'',M,13,1150,3,145,48,dobry
300,'\'(31.4-43.8]\'',K,12,1700,0,14,7,dobry
350,'\'(56.2-68.6]\'',K,13,1300,0,41,48,dobry
200,'\'(43.8-56.2]\'',M,12,1000,1,62,48,dobry
300,'\'(56.2-68.6]\'',K,13,796.09,1,63,48,dobry
200,'\'(56.2-68.6]\'',K,13,984,7,18,48,dobry
284.1,'\'(56.2-68.6]\'',K,13,1098,3,63,48,dobry
300,'\'(43.8-56.2]\'',K,11,1180,0,357,48,dobry
0,'\'(56.2-68.6]\'',K,13,1331,0,60,48,zly
299.55,'\'(43.8-56.2]\'',K,98,1100,2,58,48,dobry
250,'\'(31.4-43.8]\'',M,11,1157.1,0,59,48,dobry
342.55,'\'(68.6-inf)\'',M,13,562,7,88,48,dobry
487.15,'\'(68.6-inf)\'',K,13,951,2,169,48,dobry
200,'\'(56.2-68.6]\'',K,11,1187.06,1,140,48,dobry
399.69,'\'(43.8-56.2]\'',K,11,1150,1,40,48,dobry
0,'\'(31.4-43.8]\'',K,11,1200,0,76,48,zly
561.01,'\'(43.8-56.2]\'',K,11,3200,11,61,48,dobry
465.17,'\'(43.8-56.2]\'',K,11,2800,3,67,48,dobry
600,'\'(56.2-68.6]\'',K,13,2827.13,0,87,48,dobry
200,'\'(-inf-31.4]\'',M,12,1800,0,18,7,dobry
399.69,'\'(56.2-68.6]\'',K,16,1693,1,71,48,dobry
250,'\'(-inf-31.4]\'',M,12,2100,0,23,18,dobry
539.12,'\'(-inf-31.4]\'',M,11,2327.94,1,42,48,dobry
240,'\'(43.8-56.2]\'',M,99,1416,1,4,0,dobry
400,'\'(43.8-56.2]\'',K,11,1300,0,179,48,dobry
300,'\'(68.6-inf)\'',K,13,1167.94,7,376,48,dobry
200,'\'(68.6-inf)\'',K,13,910,12,135,48,dobry
0,'\'(31.4-43.8]\'',K,99,561,0,5,1,zly
600,'\'(56.2-68.6]\'',K,13,1365,0,85,48,dobry
400,'\'(56.2-68.6]\'',K,99,900,2,94,48,dobry
300,'\'(56.2-68.6]\'',M,15,1150.7,0,97,48,dobry
326.46,'\'(56.2-68.6]\'',K,13,1668,12,98,48,dobry
200,'\'(56.2-68.6]\'',K,16,709,11,58,48,dobry
300,'\'(31.4-43.8]\'',K,12,2600,0,79,48,dobry
