@relation '228046_2-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-R2-N1:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-R2-N2:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-Rstatus pozyczki-N1:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-Rstatus pozyczki-N1:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-Rstatus pozyczki-Nstatus pozyczki:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-Rstatus pozyczki-Nstatus pozyczki:dobry-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsplacona_cz:dobry,splacona:dobry1-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nodmowa:zly,windykacja:zly1,windykacja_sp:zly2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzly-R1-3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6'

@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {M,K}
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
16,1045,3,200,'\'(42.8-55.2]\'',M,198,48,dobry
12,1540,1,600,'\'(30.4-42.8]\'',K,39,1,dobry
11,983.97,2,200,'\'(55.2-67.6]\'',K,77,48,dobry
12,1038.68,0,300,'\'(42.8-55.2]\'',K,26,6,dobry
12,1032,4,295.24,'\'(42.8-55.2]\'',K,40,3,dobry
11,3300,0,300,'\'(42.8-55.2]\'',M,236,48,dobry
12,977,0,300,'\'(42.8-55.2]\'',M,3,3,zly
16,848.27,0,200,'\'(42.8-55.2]\'',K,173,48,zly
13,815,1,400,'\'(55.2-67.6]\'',K,143,48,dobry
13,1255,0,200,'\'(67.6-inf)\'',K,180,48,zly
11,1400,4,246.99,'\'(42.8-55.2]\'',K,160,48,dobry
12,1521,0,200,'\'(-inf-30.4]\'',M,30,11,dobry
11,980.11,1,400,'\'(30.4-42.8]\'',K,44,48,dobry
12,1800,0,300,'\'(-inf-30.4]\'',M,144,48,dobry
17,990,0,500,'\'(42.8-55.2]\'',K,85,48,dobry
11,2600,0,400,'\'(55.2-67.6]\'',M,134,48,dobry
11,1460.17,1,200,'\'(42.8-55.2]\'',M,60,48,dobry
13,2000,4,450,'\'(67.6-inf)\'',M,44,48,dobry
16,1151,0,500,'\'(55.2-67.6]\'',M,360,48,zly
16,1473.04,1,400,'\'(55.2-67.6]\'',M,164,48,dobry
13,720,1,500,'\'(55.2-67.6]\'',K,231,48,dobry
16,1327.87,0,500,'\'(55.2-67.6]\'',M,15,48,zly
16,749.28,4,200,'\'(42.8-55.2]\'',K,64,48,dobry
13,1420,0,300,'\'(67.6-inf)\'',M,52,48,dobry
11,2500,0,895.59,'\'(42.8-55.2]\'',M,203,48,dobry
11,1400,0,300,'\'(42.8-55.2]\'',K,160,48,dobry
13,962,0,500,'\'(55.2-67.6]\'',K,64,48,dobry
13,1426,4,300,'\'(67.6-inf)\'',M,76,48,dobry
13,1100,1,300,'\'(55.2-67.6]\'',K,104,48,dobry
11,967.64,3,200,'\'(42.8-55.2]\'',K,318,48,dobry
13,3700,4,700,'\'(55.2-67.6]\'',K,26,48,dobry
13,1772.53,1,300,'\'(67.6-inf)\'',M,279,48,dobry
13,1016,0,300,'\'(67.6-inf)\'',K,188,48,dobry
11,2947,4,348.19,'\'(55.2-67.6]\'',M,52,48,zly
16,980,4,407.31,'\'(67.6-inf)\'',K,130,48,dobry
13,1362,4,500,'\'(55.2-67.6]\'',K,55,48,dobry
13,2100,1,300,'\'(67.6-inf)\'',K,159,48,dobry
13,1900,4,500,'\'(55.2-67.6]\'',K,87,48,dobry
12,1000,4,328,'\'(55.2-67.6]\'',M,14,2,dobry
12,1000,4,328.32,'\'(42.8-55.2]\'',K,34,3,dobry
11,1770,4,277.34,'\'(30.4-42.8]\'',K,86,48,dobry
11,2249.14,0,500,'\'(55.2-67.6]\'',K,240,48,zly
13,1519,1,350,'\'(67.6-inf)\'',M,253,48,dobry
11,2080,0,500,'\'(42.8-55.2]\'',M,318,48,dobry
17,1079,0,200,'\'(42.8-55.2]\'',K,38,9,dobry
98,980,3,200,'\'(55.2-67.6]\'',K,9,48,dobry
11,1577.42,1,400,'\'(42.8-55.2]\'',K,205,48,dobry
13,2066,4,700,'\'(55.2-67.6]\'',K,129,48,dobry
13,580,4,800,'\'(55.2-67.6]\'',K,119,48,zly
11,3200,4,600,'\'(42.8-55.2]\'',K,53,48,dobry
12,670,4,300,'\'(42.8-55.2]\'',M,11,2,dobry
11,1400,4,200,'\'(42.8-55.2]\'',K,116,48,dobry
11,1300,4,200,'\'(30.4-42.8]\'',M,45,48,dobry
13,2291,1,1000,'\'(67.6-inf)\'',K,70,48,dobry
98,1200,4,284.19,'\'(30.4-42.8]\'',K,45,48,dobry
11,900,4,300,'\'(42.8-55.2]\'',K,93,48,dobry
16,634,3,200,'\'(55.2-67.6]\'',K,51,48,dobry
99,730,0,400,'\'(30.4-42.8]\'',K,5,3,zly
13,1409,0,300,'\'(55.2-67.6]\'',K,61,48,zly
13,1026,4,200,'\'(67.6-inf)\'',K,247,48,dobry
13,1658,4,296,'\'(55.2-67.6]\'',K,29,48,dobry
13,803.86,4,200,'\'(67.6-inf)\'',K,157,48,dobry
99,2290.55,1,250,'\'(30.4-42.8]\'',K,20,2,dobry
13,562,0,300,'\'(67.6-inf)\'',M,81,48,dobry
13,1287.66,3,200,'\'(55.2-67.6]\'',M,96,48,dobry
11,1300,0,400,'\'(42.8-55.2]\'',K,34,48,dobry
11,1360,0,300,'\'(42.8-55.2]\'',M,119,48,dobry
13,670,0,200,'\'(55.2-67.6]\'',K,66,48,dobry
11,2050,0,799.85,'\'(30.4-42.8]\'',K,28,48,dobry
16,1411,1,400,'\'(55.2-67.6]\'',K,66,48,dobry
12,599.03,3,200,'\'(30.4-42.8]\'',K,21,2,dobry
12,989.89,0,300,'\'(42.8-55.2]\'',K,10,4,zly
13,1233,3,300,'\'(55.2-67.6]\'',K,123,48,dobry
13,3440,4,800,'\'(42.8-55.2]\'',K,51,48,dobry
13,1185.33,4,200,'\'(67.6-inf)\'',K,224,48,dobry
13,3040,0,659.87,'\'(55.2-67.6]\'',M,201,48,dobry
13,1500,0,400,'\'(55.2-67.6]\'',K,60,48,dobry
12,1032.34,4,200,'\'(30.4-42.8]\'',K,11,6,dobry
13,1635,4,200,'\'(55.2-67.6]\'',K,119,48,dobry
13,975,4,218.32,'\'(55.2-67.6]\'',K,27,48,dobry
11,2200,0,900,'\'(30.4-42.8]\'',K,37,48,dobry
13,1977,2,700,'\'(55.2-67.6]\'',K,54,48,dobry
13,960,4,315.49,'\'(67.6-inf)\'',M,139,48,dobry
13,1162,4,200,'\'(55.2-67.6]\'',M,221,48,dobry
16,2300,5,700,'\'(42.8-55.2]\'',K,62,48,dobry
12,1500,1,800,'\'(30.4-42.8]\'',M,35,2,dobry
99,1300,0,200,'\'(-inf-30.4]\'',M,3,2,zly
11,1888.27,0,375.81,'\'(-inf-30.4]\'',M,77,48,dobry
13,917,2,300,'\'(55.2-67.6]\'',K,76,48,dobry
11,1344.9,3,216.24,'\'(42.8-55.2]\'',K,45,48,dobry
98,6000,0,1000,'\'(30.4-42.8]\'',K,17,48,dobry
16,1313.41,4,400,'\'(55.2-67.6]\'',M,27,48,dobry
11,2200,0,1000,'\'(30.4-42.8]\'',K,203,48,zly
13,866.46,1,200,'\'(67.6-inf)\'',K,195,48,dobry
11,2800,4,400,'\'(42.8-55.2]\'',K,59,48,dobry
11,2470,1,495.15,'\'(30.4-42.8]\'',M,66,48,dobry
11,2000,0,600,'\'(42.8-55.2]\'',M,51,48,dobry
13,1503,0,350,'\'(55.2-67.6]\'',M,165,48,dobry
12,1100,4,235.97,'\'(55.2-67.6]\'',M,35,13,dobry
13,2120,4,600,'\'(67.6-inf)\'',K,118,48,dobry
13,1200,4,500,'\'(67.6-inf)\'',K,118,48,dobry
13,1013.74,4,460,'\'(55.2-67.6]\'',K,113,48,dobry
13,781.21,0,300,'\'(55.2-67.6]\'',K,45,48,zly
11,1500,3,400,'\'(55.2-67.6]\'',K,85,48,dobry
13,1580,0,300,'\'(67.6-inf)\'',M,132,48,zly
17,547.89,1,350,'\'(55.2-67.6]\'',K,58,48,dobry
13,1031,0,300,'\'(55.2-67.6]\'',K,121,48,dobry
13,930,5,700,'\'(55.2-67.6]\'',K,130,48,dobry
12,2673.17,4,600,'\'(42.8-55.2]\'',M,162,48,dobry
13,930,1,670,'\'(55.2-67.6]\'',K,93,48,dobry
13,714,5,400,'\'(55.2-67.6]\'',K,222,48,dobry
13,840,2,400,'\'(55.2-67.6]\'',K,113,48,dobry
13,1134,0,400,'\'(55.2-67.6]\'',K,60,48,zly
11,2700,4,423.23,'\'(30.4-42.8]\'',M,15,48,dobry
12,1350,4,200,'\'(42.8-55.2]\'',K,24,2,dobry
12,1009.34,3,300,'\'(42.8-55.2]\'',K,67,48,zly
12,1204,0,500,'\'(-inf-30.4]\'',M,18,10,zly
13,1611,2,200,'\'(55.2-67.6]\'',M,141,48,dobry
11,2500,0,500,'\'(42.8-55.2]\'',K,233,48,dobry
12,1300,4,600,'\'(-inf-30.4]\'',M,41,14,zly
17,798.8,4,300,'\'(42.8-55.2]\'',M,150,48,zly
11,2670,4,1000,'\'(55.2-67.6]\'',K,88,48,dobry
13,1000,1,300,'\'(67.6-inf)\'',K,64,48,dobry
12,1042,1,300,'\'(42.8-55.2]\'',M,11,6,zly
12,1027,4,300,'\'(30.4-42.8]\'',K,59,48,dobry
11,3000,4,250,'\'(42.8-55.2]\'',K,93,48,dobry
12,1200,4,300,'\'(30.4-42.8]\'',K,14,5,dobry
13,1137.19,4,400,'\'(55.2-67.6]\'',K,96,48,dobry
12,1100,0,300,'\'(30.4-42.8]\'',K,3,0,zly
13,1027,0,300,'\'(67.6-inf)\'',K,192,48,dobry
13,802.83,4,200,'\'(55.2-67.6]\'',K,201,48,dobry
13,1239,4,400,'\'(67.6-inf)\'',K,270,48,dobry
13,720.19,2,200,'\'(55.2-67.6]\'',K,93,48,dobry
11,2250.05,2,500,'\'(55.2-67.6]\'',M,176,48,dobry
12,600,5,400,'\'(42.8-55.2]\'',M,27,17,dobry
11,3300,1,300,'\'(42.8-55.2]\'',M,236,48,dobry
13,1150,0,300,'\'(67.6-inf)\'',M,138,48,dobry
13,1189,4,265.58,'\'(55.2-67.6]\'',K,69,48,dobry
12,1574.45,3,417.8,'\'(42.8-55.2]\'',M,35,4,dobry
11,1320,4,500,'\'(42.8-55.2]\'',M,342,48,dobry
11,3170,4,400,'\'(42.8-55.2]\'',K,285,48,dobry
11,1261.98,4,357.31,'\'(30.4-42.8]\'',M,36,48,dobry
16,837,3,350,'\'(55.2-67.6]\'',M,231,48,dobry
17,684,4,900,'\'(55.2-67.6]\'',K,209,48,dobry
12,1000,0,500,'\'(42.8-55.2]\'',M,11,10,zly
11,3200,4,606.35,'\'(42.8-55.2]\'',M,189,48,dobry
13,1474.55,3,400,'\'(55.2-67.6]\'',K,65,48,dobry
11,1195,0,200,'\'(30.4-42.8]\'',M,78,48,zly
13,951,4,500,'\'(67.6-inf)\'',K,162,48,dobry
12,660,4,400,'\'(30.4-42.8]\'',K,37,26,dobry
16,1045.6,5,400,'\'(42.8-55.2]\'',K,12,48,dobry
12,1675,4,600,'\'(42.8-55.2]\'',K,11,2,dobry
98,1220,0,300,'\'(30.4-42.8]\'',M,4,48,zly
11,5800,4,1000,'\'(42.8-55.2]\'',K,54,48,dobry
13,3600,3,1000,'\'(55.2-67.6]\'',M,86,48,dobry
16,1600,0,200,'\'(55.2-67.6]\'',K,23,48,dobry
11,1800,4,300,'\'(30.4-42.8]\'',M,165,48,dobry
12,1400,3,300,'\'(-inf-30.4]\'',M,32,20,dobry
13,1817.24,3,400,'\'(55.2-67.6]\'',K,18,48,dobry
11,1047,0,300,'\'(55.2-67.6]\'',M,3,48,zly
16,1740,1,200,'\'(42.8-55.2]\'',K,113,48,dobry
13,640,1,500,'\'(67.6-inf)\'',K,138,48,dobry
13,965,4,200,'\'(67.6-inf)\'',K,245,48,dobry
11,1800,0,600,'\'(30.4-42.8]\'',K,51,48,dobry
16,634.64,0,300,'\'(55.2-67.6]\'',M,68,48,zly
13,1212,4,500,'\'(55.2-67.6]\'',K,53,48,dobry
12,1300,0,500,'\'(-inf-30.4]\'',M,2,2,zly
13,1684,4,367.31,'\'(55.2-67.6]\'',K,20,48,dobry
13,2010,0,407.1,'\'(55.2-67.6]\'',M,137,48,dobry
11,2065.98,4,327,'\'(42.8-55.2]\'',K,179,48,dobry
13,1000,4,500,'\'(55.2-67.6]\'',K,67,48,dobry
11,2927,3,449.33,'\'(30.4-42.8]\'',K,201,48,dobry
12,780,0,200,'\'(30.4-42.8]\'',K,3,2,zly
11,1400,0,200,'\'(-inf-30.4]\'',M,24,48,dobry
11,1600,4,496.83,'\'(30.4-42.8]\'',K,14,48,dobry
16,959.6,4,200,'\'(67.6-inf)\'',K,115,48,dobry
11,1031,0,500,'\'(42.8-55.2]\'',M,3,48,zly
13,1170,3,400,'\'(55.2-67.6]\'',K,78,48,dobry
11,1172.2,4,200,'\'(55.2-67.6]\'',K,37,48,dobry
16,892,3,321.21,'\'(55.2-67.6]\'',K,200,48,dobry
13,2421.55,1,1070,'\'(67.6-inf)\'',K,245,48,dobry
17,864.6,0,250,'\'(42.8-55.2]\'',K,7,5,dobry
13,1130,4,300,'\'(55.2-67.6]\'',K,103,48,dobry
12,990.34,3,200,'\'(42.8-55.2]\'',K,71,48,dobry
11,2875.71,4,1075.62,'\'(30.4-42.8]\'',M,278,48,zly
12,1050,3,286.94,'\'(42.8-55.2]\'',K,36,2,dobry
13,997,4,300,'\'(55.2-67.6]\'',K,79,48,dobry
13,1428.55,4,200,'\'(55.2-67.6]\'',K,137,48,dobry
11,1900,0,693.7,'\'(30.4-42.8]\'',K,207,48,dobry
13,1300,1,300,'\'(67.6-inf)\'',K,193,48,dobry
13,730,3,200,'\'(67.6-inf)\'',K,560,48,dobry
13,1217,1,600,'\'(55.2-67.6]\'',M,50,48,dobry
11,2470,5,426.61,'\'(42.8-55.2]\'',K,354,48,dobry
99,598,1,200,'\'(42.8-55.2]\'',K,6,3,dobry
11,1700,4,300,'\'(42.8-55.2]\'',M,39,48,dobry
16,1589,0,400,'\'(55.2-67.6]\'',K,27,48,dobry
13,1530,0,500,'\'(55.2-67.6]\'',K,24,48,dobry
11,4000,5,400,'\'(42.8-55.2]\'',M,10,48,dobry
17,985,5,200,'\'(-inf-30.4]\'',M,17,4,dobry
13,729.03,5,500,'\'(67.6-inf)\'',K,257,48,dobry
13,611,3,300,'\'(55.2-67.6]\'',K,139,48,dobry
11,3000,5,300,'\'(55.2-67.6]\'',M,212,48,dobry
11,1290,4,600,'\'(30.4-42.8]\'',K,19,48,dobry
13,1014,0,297.69,'\'(55.2-67.6]\'',K,183,48,dobry
12,830.46,3,600,'\'(42.8-55.2]\'',K,71,48,dobry
16,1132,1,300,'\'(55.2-67.6]\'',K,97,48,dobry
13,616,4,200,'\'(67.6-inf)\'',K,246,48,dobry
16,793.89,0,200,'\'(30.4-42.8]\'',K,203,48,zly
12,952.89,0,300,'\'(-inf-30.4]\'',M,26,3,dobry
13,3900,5,300,'\'(42.8-55.2]\'',M,30,48,dobry
13,1350,3,300,'\'(55.2-67.6]\'',K,111,48,dobry
98,2000,0,200,'\'(30.4-42.8]\'',M,14,48,dobry
13,936,2,500,'\'(55.2-67.6]\'',K,31,48,dobry
98,3178,0,388.45,'\'(42.8-55.2]\'',M,201,48,dobry
12,1952.35,4,371.01,'\'(42.8-55.2]\'',M,11,7,dobry
11,1680,4,300,'\'(55.2-67.6]\'',K,385,48,dobry
11,2800,4,600,'\'(42.8-55.2]\'',K,318,48,dobry
13,860,1,783.61,'\'(55.2-67.6]\'',K,80,48,dobry
11,1000,4,800,'\'(55.2-67.6]\'',M,63,48,dobry
11,1842.86,3,400,'\'(55.2-67.6]\'',M,7,48,dobry
13,1210,0,300,'\'(55.2-67.6]\'',K,138,48,dobry
13,2051,1,500,'\'(55.2-67.6]\'',K,138,48,dobry
12,1000,5,200,'\'(-inf-30.4]\'',M,24,12,dobry
13,1026,5,200,'\'(67.6-inf)\'',K,247,48,dobry
11,1700,4,250,'\'(42.8-55.2]\'',K,305,48,dobry
98,5000,0,600,'\'(30.4-42.8]\'',K,84,48,dobry
11,1077,1,200,'\'(42.8-55.2]\'',K,183,48,dobry
12,1375.47,2,300,'\'(42.8-55.2]\'',M,8,1,dobry
16,588,1,600,'\'(42.8-55.2]\'',M,422,48,dobry
13,2100,4,1000,'\'(67.6-inf)\'',K,55,48,dobry
16,685,0,200,'\'(42.8-55.2]\'',K,41,48,dobry
13,1240,1,300,'\'(55.2-67.6]\'',K,70,48,dobry
13,1090.14,4,400,'\'(55.2-67.6]\'',K,75,48,dobry
11,1077.49,4,300,'\'(42.8-55.2]\'',K,371,48,dobry
13,12220,3,200,'\'(55.2-67.6]\'',M,71,48,dobry
13,1134.96,1,200,'\'(67.6-inf)\'',K,161,48,dobry
11,1333,0,400,'\'(42.8-55.2]\'',K,4,48,zly
11,1286.16,1,300,'\'(30.4-42.8]\'',K,117,48,dobry
16,1389,4,200,'\'(55.2-67.6]\'',K,91,48,dobry
12,2500,3,800,'\'(55.2-67.6]\'',M,10,5,dobry
13,1291.18,5,378.91,'\'(67.6-inf)\'',K,79,48,dobry
17,1200,5,200,'\'(-inf-30.4]\'',K,179,48,dobry
12,1700,5,400,'\'(42.8-55.2]\'',K,55,48,dobry
99,2200.33,0,800,'\'(-inf-30.4]\'',M,1,0,zly
11,1700,5,200,'\'(42.8-55.2]\'',K,205,48,dobry
11,2700,0,400,'\'(-inf-30.4]\'',M,64,48,dobry
13,1700,4,500,'\'(67.6-inf)\'',M,14,48,dobry
16,639.31,0,200,'\'(55.2-67.6]\'',K,417,48,zly
11,1700,4,600,'\'(42.8-55.2]\'',K,89,48,dobry
13,1295.37,0,300,'\'(67.6-inf)\'',M,307,48,dobry
13,1390.98,0,300,'\'(55.2-67.6]\'',K,73,48,zly
11,1400,0,300,'\'(42.8-55.2]\'',M,14,48,dobry
11,1300,0,300,'\'(42.8-55.2]\'',M,452,48,dobry
11,1373.34,2,200,'\'(-inf-30.4]\'',K,58,48,dobry
16,703,4,200,'\'(55.2-67.6]\'',K,26,48,dobry
11,2258,5,1000,'\'(30.4-42.8]\'',M,75,48,dobry
13,1131.5,0,300,'\'(55.2-67.6]\'',M,20,48,zly
13,910,5,200,'\'(55.2-67.6]\'',K,69,48,dobry
12,1100,1,200,'\'(-inf-30.4]\'',K,17,2,dobry
12,3000,0,700,'\'(30.4-42.8]\'',M,10,2,zly
11,2094.17,1,200,'\'(42.8-55.2]\'',M,241,48,dobry
11,2899.34,1,300,'\'(30.4-42.8]\'',K,121,48,dobry
13,722.05,4,200,'\'(67.6-inf)\'',K,197,48,dobry
13,1801.41,0,515.96,'\'(55.2-67.6]\'',K,37,48,dobry
13,1820,0,1000,'\'(55.2-67.6]\'',K,69,48,dobry
13,855,0,200,'\'(55.2-67.6]\'',K,84,48,zly
13,1870,0,400,'\'(67.6-inf)\'',M,85,48,dobry
16,1770,5,500,'\'(55.2-67.6]\'',M,89,48,dobry
11,1037.34,0,200,'\'(30.4-42.8]\'',K,61,48,zly
13,1149.06,0,397.31,'\'(55.2-67.6]\'',K,161,48,zly
13,850,4,400,'\'(55.2-67.6]\'',K,67,48,dobry
99,1393.85,3,200,'\'(-inf-30.4]\'',M,5,0,dobry
12,1500,0,300,'\'(-inf-30.4]\'',M,8,1,dobry
13,1216,5,200,'\'(55.2-67.6]\'',K,141,48,dobry
98,1357,0,300,'\'(42.8-55.2]\'',K,1,48,dobry
12,1000,2,300,'\'(42.8-55.2]\'',M,62,48,dobry
13,1239.98,2,300,'\'(67.6-inf)\'',K,255,48,dobry
11,1721.7,5,345.97,'\'(42.8-55.2]\'',K,120,48,dobry
11,3898,0,500,'\'(30.4-42.8]\'',M,181,48,dobry
11,1881,0,800,'\'(-inf-30.4]\'',M,36,48,zly
13,1691.3,1,500,'\'(55.2-67.6]\'',K,73,48,dobry
16,1825.35,0,200,'\'(55.2-67.6]\'',K,105,48,zly
13,3900,0,400,'\'(55.2-67.6]\'',M,114,48,dobry
11,1459,2,300,'\'(-inf-30.4]\'',M,9,48,dobry
11,1566.82,1,200,'\'(42.8-55.2]\'',M,349,48,dobry
12,476,0,300,'\'(30.4-42.8]\'',K,14,2,zly
11,2709.34,5,314.83,'\'(30.4-42.8]\'',K,181,48,dobry
11,1800,1,400,'\'(42.8-55.2]\'',M,259,48,dobry
13,1688.82,3,298.74,'\'(42.8-55.2]\'',M,99,48,zly
13,785,1,200,'\'(67.6-inf)\'',K,64,48,dobry
13,1050,5,600,'\'(55.2-67.6]\'',K,139,48,dobry
12,1952.35,0,500,'\'(42.8-55.2]\'',M,11,7,dobry
11,980,0,400,'\'(42.8-55.2]\'',K,200,48,dobry
11,1087,0,370,'\'(30.4-42.8]\'',K,238,48,zly
13,714,0,200,'\'(55.2-67.6]\'',K,222,48,dobry
11,2261,0,500,'\'(30.4-42.8]\'',M,51,48,zly
11,1792,0,500,'\'(30.4-42.8]\'',K,61,48,zly
12,1963.88,4,400,'\'(42.8-55.2]\'',M,6,0,dobry
13,1280,5,290,'\'(55.2-67.6]\'',K,17,48,dobry
11,800.51,0,250,'\'(30.4-42.8]\'',K,20,48,dobry
13,1525.46,0,300,'\'(55.2-67.6]\'',K,36,48,dobry
13,757.1,0,200,'\'(55.2-67.6]\'',K,198,48,zly
11,2100,0,300,'\'(42.8-55.2]\'',M,50,48,dobry
11,3800,0,1000,'\'(30.4-42.8]\'',M,55,48,zly
16,1600,1,200,'\'(55.2-67.6]\'',K,24,48,dobry
12,1447,5,500,'\'(-inf-30.4]\'',K,23,2,dobry
13,2282,1,300,'\'(55.2-67.6]\'',K,25,48,dobry
11,2368.57,3,399.72,'\'(42.8-55.2]\'',K,410,48,dobry
12,1106.03,0,400,'\'(55.2-67.6]\'',M,26,9,zly
13,1212,0,200,'\'(55.2-67.6]\'',K,198,48,zly
13,717.96,0,400,'\'(55.2-67.6]\'',K,81,48,zly
13,907,3,200,'\'(67.6-inf)\'',K,234,48,dobry
11,932.34,5,200,'\'(42.8-55.2]\'',K,395,48,dobry
13,810,5,300,'\'(55.2-67.6]\'',K,33,48,dobry
11,2505,1,200,'\'(30.4-42.8]\'',K,164,48,dobry
11,1493.98,4,200,'\'(42.8-55.2]\'',K,361,48,dobry
11,1730.13,3,400,'\'(55.2-67.6]\'',K,193,48,dobry
13,1425,0,400,'\'(55.2-67.6]\'',K,79,48,dobry
13,910.33,4,200,'\'(67.6-inf)\'',M,163,48,dobry
13,1180,0,300,'\'(67.6-inf)\'',M,140,48,dobry
98,1256,0,400,'\'(30.4-42.8]\'',M,69,48,dobry
13,1442.43,0,300,'\'(67.6-inf)\'',K,141,48,dobry
17,1100,3,200,'\'(55.2-67.6]\'',K,33,6,dobry
98,3000,1,400,'\'(42.8-55.2]\'',K,85,48,dobry
11,3178.76,0,700,'\'(30.4-42.8]\'',K,121,48,dobry
11,3100,0,700,'\'(30.4-42.8]\'',K,121,48,dobry
13,1900,1,400,'\'(67.6-inf)\'',K,121,48,dobry
11,1443,5,600,'\'(42.8-55.2]\'',K,33,48,dobry
12,1521,1,200,'\'(-inf-30.4]\'',M,30,10,dobry
16,1090,0,400,'\'(55.2-67.6]\'',K,77,48,zly
13,1900,5,500,'\'(55.2-67.6]\'',M,150,48,dobry
17,728,5,200,'\'(-inf-30.4]\'',M,130,48,dobry
12,984.34,4,200,'\'(42.8-55.2]\'',K,20,2,dobry
13,2110,5,300,'\'(55.2-67.6]\'',M,101,48,dobry
11,1682,0,800,'\'(30.4-42.8]\'',K,96,48,zly
12,1033.71,0,200,'\'(55.2-67.6]\'',M,9,1,zly
11,1800,5,500,'\'(42.8-55.2]\'',K,53,48,dobry
12,990.59,0,300,'\'(30.4-42.8]\'',M,119,48,zly
13,1573,0,300,'\'(55.2-67.6]\'',M,89,48,dobry
99,1100,2,200,'\'(42.8-55.2]\'',K,52,48,dobry
13,1601.87,1,349.66,'\'(55.2-67.6]\'',M,45,48,dobry
16,634.64,4,300,'\'(55.2-67.6]\'',K,136,48,dobry
11,2200,0,1000,'\'(30.4-42.8]\'',K,37,48,dobry
12,1634,3,297.86,'\'(-inf-30.4]\'',K,15,2,dobry
13,2112,0,500,'\'(67.6-inf)\'',M,98,48,zly
13,5100,0,800,'\'(55.2-67.6]\'',K,28,48,dobry
16,2100,0,250,'\'(55.2-67.6]\'',K,39,48,dobry
12,1210,0,200,'\'(42.8-55.2]\'',M,9,2,dobry
12,1500,4,300,'\'(-inf-30.4]\'',K,5,0,dobry
12,1300,4,300,'\'(-inf-30.4]\'',K,12,3,dobry
13,1026,4,200,'\'(55.2-67.6]\'',K,55,48,dobry
13,1400,0,700,'\'(55.2-67.6]\'',K,246,48,dobry
13,1536,0,500,'\'(67.6-inf)\'',K,36,48,dobry
13,1668,5,395.77,'\'(55.2-67.6]\'',K,91,48,dobry
13,935,0,300,'\'(55.2-67.6]\'',K,132,48,zly
13,1872,5,700,'\'(55.2-67.6]\'',K,35,48,dobry
11,2327.94,1,500,'\'(-inf-30.4]\'',M,35,48,dobry
13,865,5,200,'\'(67.6-inf)\'',K,128,48,dobry
11,2400,4,500,'\'(30.4-42.8]\'',K,113,48,dobry
11,992.84,5,300,'\'(42.8-55.2]\'',K,121,48,dobry
13,992.96,1,200,'\'(55.2-67.6]\'',K,12,48,dobry
11,1000,5,300,'\'(-inf-30.4]\'',M,57,48,dobry
12,1000,0,300,'\'(42.8-55.2]\'',K,69,48,dobry
98,911,5,300,'\'(42.8-55.2]\'',K,98,48,dobry
12,1865,2,200,'\'(30.4-42.8]\'',K,21,1,dobry
11,2100,4,500,'\'(55.2-67.6]\'',M,187,48,dobry
13,984,0,200,'\'(55.2-67.6]\'',K,11,48,dobry
99,780,1,200,'\'(55.2-67.6]\'',K,3,1,dobry
13,815,0,500,'\'(55.2-67.6]\'',K,144,48,dobry
11,1058,0,400,'\'(30.4-42.8]\'',M,14,48,dobry
13,1244.77,5,300,'\'(55.2-67.6]\'',K,39,48,dobry
11,2011,0,416.61,'\'(42.8-55.2]\'',M,211,48,dobry
12,1038.68,1,300,'\'(42.8-55.2]\'',K,26,5,dobry
13,1519,0,650,'\'(67.6-inf)\'',M,254,48,dobry
16,749.28,5,200,'\'(42.8-55.2]\'',K,65,48,dobry
11,1239.05,2,399.66,'\'(30.4-42.8]\'',K,204,48,dobry
13,1500,5,347.63,'\'(55.2-67.6]\'',M,23,48,dobry
11,1250,0,479.15,'\'(55.2-67.6]\'',M,65,48,dobry
11,2100,2,292.57,'\'(42.8-55.2]\'',M,38,48,dobry
